SPACE,CATEGORY,PRODUCT_CODE,CARCASS_CODE,SHUTTER_CODE,TYPE,OPENING,SOLID,GLASS,ALU,PLY,SHUTTER_ORIGIN
Other_Standards_Base_Modules,Base_Module_Single_Door,BC_SD_45_48_40,BC_SD_45_48_40,SD_45_48,Single,LHS/RHS,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Single_Door,BC_SD_45_48_50,BC_SD_45_48_50,SD_45_48,Single,LHS/RHS,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Single_Door,BC_SD_30_72_40,BC_SD_30_72_40,SD_30_72,Single,LHS/RHS,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Single_Door,BC_SD_30_72_50,BC_SD_30_72_50,SD_30_72,Single,LHS/RHS,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Single_Door,BC_SD_45_72_40,BC_SD_45_72_40,SD_45_72,Single,LHS/RHS,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Single_Door,BC_SD_45_72_50,BC_SD_45_72_50,SD_45_72,Single,LHS/RHS,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Single_Door,BC_SD_60_72_40,BC_SD_60_72_40,SD_60_72,Single,LHS/RHS,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Single_Door,BC_SD_60_72_50,BC_SD_60_72_50,SD_60_72,Single,LHS/RHS,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Single_Door,BC_SD_30_96_40,BC_SD_30_96_40,SD_30_96,Single,LHS/RHS,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Single_Door,BC_SD_30_96_50,BC_SD_30_96_50,SD_30_96,Single,LHS/RHS,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Single_Door,BC_SD_45_96_40,BC_SD_45_96_40,SD_45_96,Single,LHS/RHS,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Single_Door,BC_SD_45_96_50,BC_SD_45_96_50,SD_45_96,Single,LHS/RHS,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Single_Door,BC_SD_60_96_40,BC_SD_60_96_40,SD_60_96,Single,LHS/RHS,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Single_Door,BC_SD_60_96_50,BC_SD_60_96_50,SD_60_96,Single,LHS/RHS,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_1drawer,BC_1DR_45_24_40,BC_1DR_45_24_40,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_1drawer,BC_1DR_45_24_50,BC_1DR_45_24_50,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_1drawer,BC_1DR_60_24_40,BC_1DR_60_24_40,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_1drawer,BC_1DR_60_24_50,BC_1DR_60_24_50,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_1drawer,BC_1DR_90_24_40,BC_1DR_90_24_40,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_1drawer,BC_1DR_90_24_50,BC_1DR_90_24_50,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_1drawer,BC_1DR_45_36_40,BC_1DR_45_36_40,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_1drawer,BC_1DR_45_36_50,BC_1DR_45_36_50,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_1drawer,BC_1DR_60_36_40,BC_1DR_60_36_40,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_1drawer,BC_1DR_60_36_50,BC_1DR_60_36_50,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_1drawer,BC_1DR_90_36_40,BC_1DR_90_36_40,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_1drawer,BC_1DR_90_36_50,BC_1DR_90_36_50,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_2drawer,BC_2DR_45_24_40,BC_2DR_45_24_40,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_2drawer,BC_2DR_45_24_50,BC_2DR_45_24_50,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_2drawer,BC_2DR_60_24_40,BC_2DR_60_24_40,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_2drawer,BC_2DR_60_24_50,BC_2DR_60_24_50,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_2drawer,BC_2DR_90_24_40,BC_2DR_90_24_40,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_2drawer,BC_2DR_90_24_50,BC_2DR_90_24_50,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_2drawer,BC_2DR_45_48_40,BC_2DR_45_48_40,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_2drawer,BC_2DR_45_48_50,BC_2DR_45_48_50,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_2drawer,BC_2DR_60_48_40,BC_2DR_60_48_40,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_2drawer,BC_2DR_60_48_50,BC_2DR_60_48_50,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_2drawer,BC_2DR_90_48_40,BC_2DR_90_48_40,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_2drawer,BC_2DR_90_48_50,BC_2DR_90_48_50,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_3drawer,BC_3DR_45_36_40,BC_3DR_45_36_40,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_3drawer,BC_3DR_45_36_50,BC_3DR_45_36_50,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_3drawer,BC_3DR_60_36_40,BC_3DR_60_36_40,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_3drawer,BC_3DR_60_36_50,BC_3DR_60_36_50,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_3drawer,BC_3DR_90_36_40,BC_3DR_90_36_40,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_3drawer,BC_3DR_90_36_50,BC_3DR_90_36_50,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_3drawer,BC_3DR_45_72_40,BC_3DR_45_72_40,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_3drawer,BC_3DR_45_72_50,BC_3DR_45_72_50,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_3drawer,BC_3DR_60_72_40,BC_3DR_60_72_40,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_3drawer,BC_3DR_60_72_50,BC_3DR_60_72_50,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_3drawer,BC_3DR_90_72_40,BC_3DR_90_72_40,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_3drawer,BC_3DR_90_72_50,BC_3DR_90_72_50,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_4drawer,BC_4DR_45_48_40,BC_4DR_45_48_40,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_4drawer,BC_4DR_45_48_50,BC_4DR_45_48_50,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_4drawer,BC_4DR_60_48_40,BC_4DR_60_48_40,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_4drawer,BC_4DR_60_48_50,BC_4DR_60_48_50,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_4drawer,BC_4DR_90_48_40,BC_4DR_90_48_40,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_4drawer,BC_4DR_90_48_50,BC_4DR_90_48_50,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_4drawer,BC_4DR_45_96_40,BC_4DR_45_96_40,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_4drawer,BC_4DR_45_96_50,BC_4DR_45_96_50,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_4drawer,BC_4DR_60_96_40,BC_4DR_60_96_40,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_4drawer,BC_4DR_60_96_50,BC_4DR_60_96_50,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_4drawer,BC_4DR_90_96_40,BC_4DR_90_96_40,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_4drawer,BC_4DR_90_96_50,BC_4DR_90_96_50,No,Drawer,No,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Flap_down,BC_FD_45_24_40,BC_45_24_40,SD_45_24,Flap_down,BOT,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Flap_down,BC_FD_45_24_50,BC_45_24_50,SD_45_24,Flap_down,BOT,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Flap_down,BC_FD_60_24_40,BC_60_24_40,SD_60_24,Flap_down,BOT,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Flap_down,BC_FD_60_24_50,BC_60_24_50,SD_60_24,Flap_down,BOT,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Flap_down,BC_FD_45_36_40,BC_45_36_40,SD_45_36,Flap_down,BOT,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Flap_down,BC_FD_45_36_50,BC_45_36_50,SD_45_36,Flap_down,BOT,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Flap_down,BC_FD_60_36_40,BC_60_36_40,SD_60_36,Flap_down,BOT,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Flap_down,BC_FD_60_36_50,BC_60_36_50,SD_60_36,Flap_down,BOT,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Shoe_Rack_Flap_down,BC_SFD_60_36_40,BC_S_60_36_40,SD_60_36,Flap_down,BOT,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Shoe_Rack_Flap_down,BC_SFD_60_36_50,BC_S_60_36_50,SD_60_36,Flap_down,BOT,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Shoe_Rack_Flap_down,BC_SFD_90_36_40,BC_S_90_36_40,SD_90_36,Flap_down,BOT,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Shoe_Rack_Flap_down,BC_SFD_90_36_50,BC_S_90_36_50,SD_90_36,Flap_down,BOT,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Shoe_Rack_Flap_down,BC_SFD_60_72_40,BC_S_60_72_40,LUSD_60_72,Flap_down,BOT,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Shoe_Rack_Flap_down,BC_SFD_60_72_50,BC_S_60_72_50,LUSD_60_72,Flap_down,BOT,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Shoe_Rack_Flap_down,BC_SFD_90_72_40,BC_S_90_72_40,LUSD_90_72,Flap_down,BOT,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Shoe_Rack_Flap_down,BC_SFD_90_72_50,BC_S_90_72_50,LUSD_90_72,Flap_down,BOT,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Bi_Fold_Door,BC_CBF_90_48_40,BC_CBF_90_48_40,No,Bi-fold,No,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Bi_Fold_Door,BC_CBF_90_48_50,BC_CBF_90_48_50,No,Bi-fold,No,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Square_Door,BC_SQD_30_96_40,BC_30_96_40,SQ_30_96,Single,LHS/RHS,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Square_Door,BC_SQD_30_96_50,BC_30_96_50,SQ_30_96,Single,LHS/RHS,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Square_Door,BC_SQD_45_96_40,BC_45_96_40,SQ_45_96,Single,LHS/RHS,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Square_Door,BC_SQD_45_96_50,BC_45_96_50,SQ_45_96,Single,LHS/RHS,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Square_Door,BC_SQD_60_96_40,BC_60_96_40,SQ_60_96,Single,LHS/RHS,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Square_Door,BC_SQD_60_96_50,BC_60_96_50,SQ_60_96,Single,LHS/RHS,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Square_Door,BC_SQD_90_96_40,BC_90_96_40,SQ_90_96,Double,No,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Square_Door,BC_SQD_90_96_50,BC_90_96_50,SQ_90_96,Double,No,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Square_Door,BC_SQD_120_96_40,BC_120_96_40,SQ_120_96,Double,No,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Square_Door,BC_SQD_120_96_50,BC_120_96_50,SQ_120_96,Double,No,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Double_Door,BC_DD_90_36_40,BC_90_36_40,SD_90_36,Double,No,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Double_Door,BC_DD_90_36_50,BC_90_36_50,SD_90_36,Double,No,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Double_Door,BC_DD_90_48_40,BC_90_48_40,SD_90_48,Double,No,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Double_Door,BC_DD_90_48_50,BC_90_48_50,SD_90_48,Double,No,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Double_Door,BC_DD_120_48_40,BC_120_48_40,SD_120_48,Double,No,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Double_Door,BC_DD_120_48_50,BC_120_48_50,SD_120_48,Double,No,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Double_Door,BC_DD_90_72_40,BC_90_72_40,SD_90_72,Double,No,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Double_Door,BC_DD_90_72_50,BC_90_72_50,SD_90_72,Double,No,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Double_Door,BC_DD_120_72_40,BC_120_72_40,SD_120_72,Double,No,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Double_Door,BC_DD_120_72_50,BC_120_72_50,SD_120_72,Double,No,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Double_Door,BC_DD_90_96_40,BC_90_96_40,SD_90_96,Double,No,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Double_Door,BC_DD_90_96_50,BC_90_96_50,SD_90_96,Double,No,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Double_Door,BC_DD_120_96_40,BC_120_96_40,SD_120_96,Double,No,Yes,No,No,No,1_1
Other_Standards_Base_Modules,Base_Module_Double_Door,BC_DD_120_96_50,BC_120_96_50,SD_120_96,Double,No,Yes,No,No,No,1_1
